guid,title,updated,resource_url,local_path
e42eebcc-4af8-46d7-b825-6c2d83948aa9,e42eebcc-4af8-46d7-b825-6c2d83948aa9,2019-04-01T09:37:12.1570000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/e42eebcc-4af8-46d7-b825-6c2d83948aa9,tweede_kamer_documents\e42eebcc-4af8-46d7-b825-6c2d83948aa9_e42eebcc-4af8-46d7-b825-6c2d83948aa9.bin
8f20c697-1a0d-401c-9e9c-176ca6b73574,8f20c697-1a0d-401c-9e9c-176ca6b73574,2019-04-01T09:37:22.6570000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/8f20c697-1a0d-401c-9e9c-176ca6b73574,tweede_kamer_documents\8f20c697-1a0d-401c-9e9c-176ca6b73574_8f20c697-1a0d-401c-9e9c-176ca6b73574.bin
d834b33d-4cc2-46d1-a25c-b4e117be4416,d834b33d-4cc2-46d1-a25c-b4e117be4416,2019-04-01T09:37:33.1700000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/d834b33d-4cc2-46d1-a25c-b4e117be4416,tweede_kamer_documents\d834b33d-4cc2-46d1-a25c-b4e117be4416_d834b33d-4cc2-46d1-a25c-b4e117be4416.bin
527f0c53-e426-4188-9c61-ecd39c87fd87,527f0c53-e426-4188-9c61-ecd39c87fd87,2019-04-01T09:37:53.0930000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/527f0c53-e426-4188-9c61-ecd39c87fd87,tweede_kamer_documents\527f0c53-e426-4188-9c61-ecd39c87fd87_527f0c53-e426-4188-9c61-ecd39c87fd87.bin
40a84836-a923-4ad8-81ff-6a1a96377889,40a84836-a923-4ad8-81ff-6a1a96377889,2019-04-01T09:38:03.6230000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/40a84836-a923-4ad8-81ff-6a1a96377889,tweede_kamer_documents\40a84836-a923-4ad8-81ff-6a1a96377889_40a84836-a923-4ad8-81ff-6a1a96377889.bin
c5df465f-4d97-4e13-b813-33c77b3438c0,c5df465f-4d97-4e13-b813-33c77b3438c0,2019-04-01T09:38:15.1570000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/c5df465f-4d97-4e13-b813-33c77b3438c0,tweede_kamer_documents\c5df465f-4d97-4e13-b813-33c77b3438c0_c5df465f-4d97-4e13-b813-33c77b3438c0.bin
00c906cc-3042-4313-9d2a-21acf7bd9402,00c906cc-3042-4313-9d2a-21acf7bd9402,2019-04-01T09:38:22.5000000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/00c906cc-3042-4313-9d2a-21acf7bd9402,tweede_kamer_documents\00c906cc-3042-4313-9d2a-21acf7bd9402_00c906cc-3042-4313-9d2a-21acf7bd9402.bin
9e2455ac-0ed3-4436-b2e7-df868fd0412e,9e2455ac-0ed3-4436-b2e7-df868fd0412e,2019-04-01T09:38:35.1270000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/9e2455ac-0ed3-4436-b2e7-df868fd0412e,tweede_kamer_documents\9e2455ac-0ed3-4436-b2e7-df868fd0412e_9e2455ac-0ed3-4436-b2e7-df868fd0412e.bin
0a646d10-a6d7-445f-bdc7-5f3d369231ab,0a646d10-a6d7-445f-bdc7-5f3d369231ab,2019-04-01T09:38:44.5930000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/0a646d10-a6d7-445f-bdc7-5f3d369231ab,tweede_kamer_documents\0a646d10-a6d7-445f-bdc7-5f3d369231ab_0a646d10-a6d7-445f-bdc7-5f3d369231ab.bin
9e8af6c3-23ba-48bc-90bd-5561748c4068,9e8af6c3-23ba-48bc-90bd-5561748c4068,2019-04-01T09:38:54.0770000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/9e8af6c3-23ba-48bc-90bd-5561748c4068,tweede_kamer_documents\9e8af6c3-23ba-48bc-90bd-5561748c4068_9e8af6c3-23ba-48bc-90bd-5561748c4068.bin
